"Categoría de producto","Nombre","Precio de venta","Referencia interna"
"Mecanismos / Hager / Berker K1","Marco para mecanismos Hager Berker K.1/K.5 1 elemento horizontal y vertical blanco polar","2.48","K1M1 13137009"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø20mm abocardado rígido IP40","1.6","H20CURVARIG 245.2000.0"
"Partidas","Cajas de derivación GEWISS RAL9016 montaje con carril DIN varias y Cajetines para mecanismo Solera Mecabox 1 módulo 60x65x40mm","151.03","CAJAS          "
"Partidas","Punto de luz extra en pared, techo o suelo","25.08","PLEXTRA"
"Cuadros / Protecciones / Hager","Borne de conexión 1x35mm² para DPN Hager","8.72","DPNCON KF83A"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C32 2P 6kA","94.25","232A A9K17232"
"Iluminación / Tiras LED / Celer","Celer tira de LED IP20 COB 512LED/M 3000K anchura 10mm 12W/M 24V","20.0","COB12W3000K 7100035085"
"Cableado / Conexiones","Borna de distribución Schneider Electric PanelSeT CRN 1 polos 70 mm","21.23","SIGMA70 NSYS70"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well HLG 320W 0-13340mA 12-24V salida fija","145.49","TRAFO320 HLG-320H-24"
"Iluminación / Luminarias / Pantallas estancas","Pantalla WT050C 2xTLED L600 Philips","17.0","2X60PH 75325999"
"Iluminación / Bombillas / Portalámparas","Portalámparas G9","7.47","PORTAG9"
"Ventilación / Extractores","Extractor baño SILENT-100-CRZ 8W 2100rpm","134.1","SILENT100CRZ  5210401500"
"Ventilación / Extractores","Extractor baño SILENT-100-CRZ DESIGN","135.42","DESIGNCRZ  5210601900"
"Partidas","Instalación de tubo e hilos para : iluminación, enchufes, termo, horno, vitro, lavadora, secadora.","786.65","LINEAS         "
"Mecanismos / Simon / Simon 27","Conmutador Simon Serie 27 Play 10A tecla basculante blanco","6.4","S27CON  27201-65"
"Mecanismos / Simon / Simon 27","Placa para toma comunicación y datos Simon Serie 27 RJ45 8(4) 1 conector blanco","8.98","S27TAPARJ45 27087-35"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø40mm enchufable plegable IP64","11.76","H40CURVAFLEX 233.4000.0"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iK60N C16 2P 6kA","47.12","216A A9K17216"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C10 1P+N 6/10kA","89.76","DPN10L 407726"
"Cableado / K-Flex negro","K-FLEX color negro 3x6mm2","9.65","K3X6           "
"Mecanismos / BJC / Iris","Conmutador BJC Iris/Aura 16A tecla basculante ","7.08","IRISCON 18506"
"Iluminación / Luminarias / Emergencias","Marco Legrand empotrar luminaria Ura 21 Plus","14.57","MARCOEMER 661720PL"
"Iluminación / Reguladores","Regulador de pastilla Eltako corte de fase TRIAC 400W","77.5","ELTAKO 61100801"
"Telecom / Televisión / Derivadores","Repartidor/distribuidor Televés 5-2400MHz 3 desviaciones ","14.73","REPARTV13 543603"
"Partidas","Punto de luz conmutado con mecanismo de gama media completo.  Se incluye tubo, cable y mecanismo de color blanco completamente instalado","101.64","PLC            "
"Telecom / Datos / Rack","Panel de datos cat.6A Schneider Electric Actassi 24 conectores RJ45 Instalación en 19"" STP","83.4","PANELSONE VDIG112241F"
"Canalización / Acero / Accesorios","Curva tubería instalación de cables acero Ø20mm enchufable rígido IP54","5.64","ACEROCURVA20 6203001020"
"Cuadros / Protecciones / Schneider","Interruptor diferencial Schneider Electric 40A 4P 300mA clase AC Acti 9 iIDK","469.67","DIF440300 A9Z06440"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C63 3P+N 6kA","582.2","463AH MUN663"
"Mecanismos / Simon / Simon 31","Zumbador Simon Serie 31 230V AC blanco","45.0","S31ZUM 31806-30"
"Mecanismos / Simon / Simon 31","Toma de corriente horizontal y vertical Simon Serie 31 schuko blanco","15.54","S31EN 31432-60"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C40 1P+N 6kA","111.08","240AH MUN540A"
"Canalización / Forro verde","Tubo flexible una capa Gewiss verde Ø 32mm","2.14","FORROV32 DX15232R"
"Mecanismos / Simon / Simon 27","Zumbador Simon Serie 27 220V AC blanco","30.72","S27ZUMBA 27806-35"
"Cableado / K-Flex negro","K-FLEX color negro 8X1'5mm2","5.67","K8X1'5         "
"Cableado / K-Flex negro","K-FLEX color negro 6X1'5mm2","5.42","K6X1'5         "
"Iluminación / Bombillas","Lampara Dicroica  50W 12V","3.8","DIC            "
"Cuadros / Protecciones / Hager","Interruptor diferencial Hager 40A 4P 30mA clase AC Serie CDC","553.35","DIF440H CDC742J"
"Iluminación / Bombillas","Lampara Dicroica 220 V 50 W","7.1","DIC220         "
"Iluminación / Bombillas","Lampara Osram bajo consumo 23W","9.25","BC23W          "
"Iluminación / Bombillas","Celer Neospot lámpara led regulable GU10 7,5W 3000K 700lm 60°","9.18","CELERGU10REG 7000010081"
"Cableado / Conexiones","Terminal de cable a presión para conductor de aluminio Cembre aluminio 150mm2 M12 bimetálico","8.69","BIMETALIC ASE150-M12"
"Telecom / Accesorios","Toma de datos 3M cat6 ","4.45","3MCAT6         "
"Telecom / Accesorios","Latiguillo para conexión de datos Kommdata U/UTP cat6A 0,5m libre de halógenos (LHA) gris","3.25","LATIGUILLO0'5M 7280020215"
"Canalización / Acero / Accesorios","Curva tubería instalación de cables acero Ø40mm enchufable rígido IP54","13.99","ACEROCURVA40 6203001040"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C25 4P 6kA","219.49","425AH MUN425A"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø16mm abocardado rígido IP40","1.36","H16CURVARIG 245.1600.0"
"Mecanismos / Legrand / Plexo","Conmutador Legrand Plexo 10A tecla basculante gris estanco (IP55)","10.0","PLEXOCON 069511"
"Mecanismos / Legrand / Plexo","Cruzamiento Legrand Plexo 10A gris estanco (IP55)","34.66","PLEXOCRUCE 069521"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø32mm abocardado rígido IP40","3.58","H32CURVARIG 245.3200.0"
"Iluminación / Bombillas","Philips Trueforce CorePro LED HPL lámpara led E27 18W 3000K 3000lm 300°","33.88","PH18W 75029900"
"Cableado / Conexiones","Borna de distribución Schneider Electric PanelSeT CRN 1 polos 100 mm","28.82","SIGMA100 NSYS95100"
"Cableado / Conexiones","Borna de distribución Schneider Electric PanelSeT CRN 1 polos 16 mm","7.31","SIGMA16 NSYS16"
"Cajas / Acometida / Accesorios","Cilindro empotrar Guarda llave Endesa","123.68","CILINDROENDESA 6005318"
"Cableado / Conexiones","Borna de distribución Schneider Electric Spacial CRN 1 polos 35 mm","9.12","SIGMA35 NSYS2535"
"Iluminación / Bombillas","Philips Trueforce CorePro LED HPL lámpara led E27 36W 3000K 5500lm 300°","66.21","PH36W 29927600"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø50mm abocardado rígido IP40","7.11","H50CURVARIG 6201005125"
"Cableado / Paralelo","Hilo paralelo ( rojo y negro ) 2X0.5mm2","0.95","PARALELO2X0.5 7272030030"
"Iluminación / Bombillas","Philips Trueforce CorePro LED HPL lámpara led E27 26W 3000K 4000lm 300°","47.88","PH26W 75033600"
"Cuadros / Protecciones / Schneider","Guardamotor Schneider Electric TeSys GV2 3 polos 4A IP20 2,5-4A 690V","151.81","DISYUNTOR4 GV2ME08"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well 20W 24V salida fija ","17.9","TRAFO20 LIMW2420WP"
"Canalización / Tubo H / Accesorios","Curva tubería instalación de cables PVC Ø50mm enchufable plegable IP64","20.43","H50CURVAFLEX 6201005015"
"Cuadros / Plexo","Cerradura cilindro Legrand Practibox / Plexo","31.39","CERRADURALEGRAND 001966"
"Iluminación / Luminarias / Downlights","Downlight LED Celer Neopanel redondo corte Ø210mm 18W 3000K 1900lm no dimable blanco","17.93","NEOPANEL18W 7100020215"
"Cajas / Acometida / Accesorios","Base portafusibles D02 1p 63A 400V montaje sobre piso","4.79","PORTAFUNZ 212663"
"Canalización / Tubo rojo","Tubo corrugado para canalización de cables PVC DN63 resistencia 450N con guia rojo","2.33","K63 1955000063"
"Mecanismos / Hager / Berker K1","Cruzamiento Hager Berker 10A","12.46","K1CRUCE 3037"
"Mecanismos / Hager / Berker K1","Marco intermedio Hager Berker K.1/K.5 blanco polar","3.87","K1ADAP 11087009"
"Mecanismos / Hager / Berker K1","Pulsador tecla basculante Hager Berker sin impresión","6.58","K1PUL 5031"
"Mecanismos / Hager / Berker K1","Interruptor unipolar Hager Berker 10A","5.26","K1INT 3031"
"Mecanismos / Hager / Berker K1","Toma de corriente horizontal y vertical Hager Berker K.1/K.5 schuko y USB blanco polar","89.47","K1ENUSB 48037009"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C16 4P 6/10kA ","247.66","416AL 407928"
"Partidas","Terminales varios","1.5","TERMINAL"
"Mecanismos / BJC / Iris","Zumbador BJC Iris/Coral 230V AC blanco con regulador de tono con Tapa para mecanismos BJC Iris para zumbador blanco","30.14","IRISZUMBADOR 18536-B 18730"
"Cableado / Trenzado","Trenzado 2x16mm2 aluminio","5.9","TREN2X16AL"
"Iluminación / Detectores","Detector de movimiento Celer Alta Frecuencia mural/techo empotrable Ø16/4m 360° blanco","50.4","DETECTORALTAFRECUENCIA 7860030000"
"Cajas / Acometida / Módulos","Caja general de protección y medida (CPM) Pinazo CPM-1M 63A monofásico IP43 360x270x176mm","165.0","BUCMONO MONOBUC CPMMONO 482021"
"Cableado / Conexiones","Conector Lineal Tek WP3/L IP68 2P+T ","9.89","CONECTORLINEAL 8429784238584"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well 60W 12-24V salida fija","28.0","TRAFO60 LIMW2460WP"
"Cableado / K-Flex verde","Manguera  libre de halógenos 3X10mm2","19.43","A3X10"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico terciario Hager MU C32 1P+N 6kA","82.31","232AH MUN532A"
"Cuadros / Protecciones / Schneider","Guardamotor Schneider Electric TeSys GV2 3 polos 18A IP20 13-18A 690V","181.97","DISYUNTOR18 GV2ME20"
"Cuadros / Protecciones / Legrand","Interruptor automático magnetotérmico terciario Legrand DX3 C10 4P 6/10kA ","244.83","410AL 407926"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well 150W 24V salida fija","61.8","TRAFO150 LIMW24150WP"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well 100W 24V salida fija","45.75","TRAFO100 LIMW24100WP"
"Canalización / Acero / Accesorios","Curva tubería instalación de cables acero Ø25mm enchufable rígido IP54","5.9","ACEROCURVA25 6203001025"
"Cableado / K-Flex negro","K-FLEX color negro 1x6mm2","2.83","K1X6           "
"Iluminación / Bombillas","Lampara led dicroica 6w gu10 3000k 36º 12-24V","6.1","GU1024V"
"Mecanismos / Hager / Berker K1","Tecla para mecanismos Hager Berker K.1/K.5 tecla persianas símbolo ""flechas"" blanco polar","10.74","K1PERSIANASTECLA 14357109"
"Mecanismos / Hager / Berker K1","Tecla para mecanismos Hager Berker K.1/K.5 tecla basculante doble sin impresión blanco polar","9.06","K1TECLADOBLE 14357009"
"Mecanismos / Hager / Berker K1","Pulsador tecla basculante Hager Berker","17.6","K1PERSIANA 503520"
"Mecanismos / Hager / Berker K1","Pulsador doble tecla basculante Hager Berker sin impresión","12.22","K1DOBLEPUL 5035"
"Mecanismos / Hager / Berker K1","Placa para toma comunicación y datos Hager Berker K.1/K.5 RJ45 2 conectores blanco polar","9.55","K1TAPADOBLERJ45 14097009"
"Iluminación / Luminarias / Emergencias","Luminaria de emergencia Celer LED 200lm 1h estanco (IP65) permanente/ no permanente","43.25","200LUMC 7200005003"
"Mecanismos / Hager / Berker K1","Conmutador doble Hager Berker","19.99","K1DOBLE 303808"
"Mecanismos / Legrand","Base enchufe Legrand plástico (2P+T) 25A 250V blanco","22.36","TOMA25A 055423"
"Telecom / Datos / Rack","Bandeja frontal 1U de 19” para racks de fondo 190 mm","19.6","BANDEJARACK"
"Iluminación / Luminarias / Pantallas estancas","Pantalla WT050C 1xTLED L600 Philips","15.1","1x60PH 75324299"
"Iluminación / Luminarias / Pantallas estancas","Pantalla WT050C 1xTLED L1200 Philips","24.77","1X120PH 36602999"
"Iluminación / Luminarias / Downlights","Aro para empotrar basculante color blanco para bombillas dicroicas led","4.55","ARODICBAS 00122-0"
"Iluminación / Luminarias / Downlights","Aro para empotrar fijo color blanco para bombillas dicroicas led","3.25","ARODICFIJ 00121-0"
"Iluminación / Luminarias / Downlights","Empotrable IP65 aluminio 50W 12V blanco","25.0","DICEST 750A-G23X1D-01"
"Mecanismos / Legrand","Base múltiple Premium 3x2P+T ROT sin cable blanco negro","18.15","ROT3 694543"
"Mecanismos / Schneider","Base Schuko Doble Odace Blanco Schneider","20.39","BASEDOBLE S521087"
"Mecanismos / Legrand / Cetac","Base aérea cetac Legrand P17 Pro 32A 2 polos + tierra (2P+T) 230 V (50+60 Hz) azul IP44 recto 6h","18.75","CETAC32A2PTTAAF 555214"
"Mecanismos / Legrand / Cetac","Base mural Legrand P17 Pro 32A 2 polos + tierra (2P+T) 230 V (50+60 Hz) azul IP44 6h","25.09","CETAC32A2PTTBASE 555254"
"Mecanismos / Legrand / Cetac","Base mural Legrand P17 Pro 16A 3 polos + tierra (3P+T) 400 V (50+60 Hz) rojo IP44","18.02","CETAC16A3PTTBASE 555158"
"Canalización / Acero","Manguito tubería instalación de cables acero enchufable Ø40mm gris","4.92","ACEROMANG40 6203001140"
"Canalización / Acero","Manguito tubería instalación de cables acero enchufable Ø50mm gris","6.87","ACEROMANG50 6203001150"
"Cuadros / Protecciones / Schneider","Interruptor automático magnetotérmico terciario Schneider Electric iC60N C63 4P 6/10kA","742.84","463A A9F79463"
"Cableado / Alumbrado / Ropa","Cable con cubierta textil clase 2 rígido de varios hilos H07V-K 3G2,5mm Fontini Garby conductor de tierra blanco","7.73","ROBA3X2'5"
"Iluminación / Luminarias / Downlights","Foco de empotrar Breno 6W","10.84","BRENOEMP6W 482820"
"Canalización / Minicanal","Minicanal Legrand DLPlus 32x12,5x2100mm blanco","3.34","32X12 030015"
"Iluminación / Luminarias / Pantallas estancas","Pantalla WT050C 2xTLED L1200 Philips","29.93","2X120PH 36603699"
"Iluminación / Luminarias / Emergencias","Celer emergencia marco para empotrar","5.25","MEMERGCELER 7200090000"
"Mecanismos / BJC / Rehabitat","Marco para mecanismos BJC Rehabitat 3 elementos estrechos horizontal blanco","9.65","REHABM3EST"
"Mecanismos / Schneider / New Unica","Caja de registro para empotrar en el suelo Schneider Electric OptiLine 45 plástico 6 aparatos instalables 95x183mm rectangular","35.06","PTSUELOZ3 ISM50330"
"Mecanismos / BJC / Rehabitat","Marco para mecanismos BJC Rehabitat 1 elemento horizontal blanco","8.97","REHABM1 16662-B"
"Mecanismos / BJC / Rehabitat","Marco para mecanismos BJC Rehabitat 2 elementos horizontal blanco","9.79","REHABM2 16664-B"
"Mecanismos / Simon / Simon 27","Marco para mecanismos Simon Serie 27 Play 3 elementos horizontal y vertical blanc","11.9","S27M3 2700630-030"
"Mecanismos / Simon / Simon 27","Caja de superficie para mecanismo empotrable Simon Serie 27 2 elementos horizontal y vertical blanco","14.47","S27Z2 27821-35"
"Mecanismos / Simon / Simon 27","Marco para mecanismos Simon Serie 27 Play 2 elementos horizontal y vertical blanco","7.24","S27M2 2700620-030"
"Canalización / Accesorios","Mordaza ( cocodrilo ) para fijación en viga M8","7.71","COCODRILOM8"
"Mecanismos / Simon / Simon 82","Caja salida de cables Simon Serie 75/82 superficie/empotrable metal 230mm IP20 y Tapa para mecanismos Simon Serie 82 para salida de cable blanco nieve","17.01","S82SALIDA 75801-39 82051-30"
"Iluminación / Luminarias / Downlights","Aro empotrable Kohl Sun circular 1x50W GU10 blanco","11.26","KOHLSUN K50140"
"Iluminación / Luminarias / Pantallas estancas / Tubos LED","Lámpara CorePro LEDtube 600mm 8W T8","6.7","TL60PH 48638600"
"Iluminación / Luminarias / Pantallas estancas / Tubos LED","Lámpara CorePro LEDtube 1200mm 15.5W T8","8.24","TL120PH 44809400"
"Iluminación / Luminarias / Proyectores","Proyector SKY-V4 negro 20W 220-240V switch 3000-4000-5000K 2400lm","23.2","SKY20W 4683"
"Mecanismos / Simon / Simon 27","Marco para mecanismos Simon Serie 27 Play 4 elementos horizontal y vertical blanco","16.47","S27M4 2700640-030"
"Cuadros / Accesorios","Contador de consumo Trifasico Delta Dore TYwatt Tri","163.0","CONTADORTRI 6110010"
"Telecom / Accesorios","Conector modular Kommdata Toolless hembra (Jack) CAT6A UTP","7.04","RJ45TOMACAT6A"
"Cuadros / Protecciones / Hager","Interruptor automático magnetotérmico con protección de sobretensiones Hager SP G 40A 4p 400V ","605.2","ST440AH SP440G"
"Iluminación / Bombillas / Portalámparas","Portalámparas Guirnalda Tipo Sevilla e27","3.55","PORTAGUIRNALDA"
"Iluminación / Luminarias / Downlights","Aro para lampara dicroica basculante cromado","6.4","ARODICCRO      "
"Canalización / Minicanal / Accesorios","Caja de derivación para minicanal Unex Serie 40 U48X 85x85x45mm blanco libre de halógenos (LHA)","7.21","CAJAUNEX85X85 40021-42"
"Iluminación / Luminarias / Detector incorporado","Lámpara con sensor de movimiento para interior Steinel RS 16L","94.75","STEINEL 4007841738013"
"Iluminación / Luminarias / Apliques","Plafón Moon 969/28 opal E27 2x20W IP44 - Ref. P09692OP","55.8","MOON 2XE27"
"Cableado / Paralelo","Cable libre oxígeno paralelo 2x1'5mm2","2.99","OXIGENO1'5"
"Mecanismos / Schneider / New Unica","Caja de suelo L para 3 módulos dobles gris oscuro","98.86","PTSUELOM3SCH INS52122"
"Iluminación / Luminarias / Jardín","REPISA/BRAZO VILLA 710 mm ALUMINIO ACABADO","185.5","BRAZO FAROLA"
"Cableado / Alumbrado","Cable 2x1'5mm2 para Guirnalda","3.4","CABLEGUIRNALDA"
"Canalización / Minicanal / Accesorios","Caja de derivación para minicanal Unex Serie 78 U24X 110x110x47mm gris claro","12.51","CAJAUNEX110X110G 78457-04"
"Mecanismos / Legrand / Plexo","Adaptador MOSAIC piloto señalización E/S plexo con Tapa para mecanismos Legrand Plexo para difusor rojo estanco (IP55)","35.42","PLEXOPILOTO 069583 069591"
"Canalización / Minicanal / Accesorios","Accesorios canal 32x12.5 mm Legrand","3.65","CANALAC32      "
"Canalización / Minicanal / Accesorios","Accesorios canal 20x12.5 mm Legrand","2.71","CANALAC20      "
"Cableado / Alumbrado / Ropa","Aislador cilíndrico Fontini Garby Serie 30 blanco","1.5","AISLADOR 30913170"
"Iluminación / Luminarias / Apliques","Aplique ACB Gina  8W LED GU10 blanco","43.9","GINA1 16/3874"
"Iluminación / Luminarias / Apliques","Aplique Prilux Boiro 6W GU10 estanco (IP54) gris","34.5","BOIRO 182089"
"Iluminación / Bombillas","Lámpara Osram bajo consumo 30W","21.5","BC30W          "
"Telecom / Porteros","Abrepuertas eléctrico Golmar abrepuertas estándar CV-24","30.0","ABREPUERTAS 20600240"
"Telecom / Televisión / Derivadores","Amplificador vivienda Televés PicoKom 1 canal 0-23dB 1 entradas 2 salidas","58.4","AMPLICASA 560601"
"Mecanismos / Legrand / Plexo","Conmutador doble Legrand Plexo gris estanco (IP55)","25.42","PLEXODOBLECON 069525"
"Telecom / Televisión / Antenas","Antena de televisión Televés DAT Boss UHF 21-60 canales 45dB","75.37","ANTENA  149942"
"Cuadros / Accesorios","Eltako WSZ15D-65A Contador de Corriente alterna","71.5","CONTADORMONOTAK 28065615"
"Iluminación / Luminarias / Apliques","B&F Mac Wall 20W switch 2700K/3200K/4000K dimable 250 IP65","78.24","MACWALL20"
"Cableado / Conexiones","Borna de distribución Tekox Serie BD BD 25/35 1 polos 35 mm","5.37","TEK35 BD35"
"Cableado / Conexiones","Borna de distribución Tekox Serie BD BD 70 1 polos 70 mm","13.1","TEK70 BD70"
"Partidas","Boletin eléctrico tramitado en Industria y en Fenie energia","420.0","BOLETINFENIE"
"Mecanismos / Simon / Simon 75","Regulador-conmutador de luz giratorio de 40 a 500 W/VA Simon 75","154.26","REGSIMON  75319-39"
"Mecanismos / Legrand","Base múltiple Premium 4x2P+T ROT sin cable blanco negro","22.7","ROT4 694544"
"Iluminación / Luminarias / Apliques","B&F Mac Wall 6W switch 2700K/3200K/4000K dimable120 IP65","50.29","MACWALL6"
"Cableado / Conexiones","Borna de distribución Tekox Serie BD BD 120 1 polos 120 mm","29.07","TEK120 BD120"
"Cableado / Conexiones","Borna de distribución Tekox Serie BD BD 95 1 polos 95 mm","18.45","TEK95 BD95"
"Cuadros / Accesorios","Bloque conexión 1P 125A 2X35 + 2X16/6X10 mm²","72.85","MONOBLOCK125AH KJ02DN"
"Iluminación / Bombillas","Ledvance HQL PRO Descarga lámpara led E40 90W 2700K 11700lm 360°","147.0","CEBRA 4099854040801"
"Iluminación / Bombillas","Bombilla Led tipo dicroica 5W 3000K equivalente a 50W","7.99","GU10PH5        "
"Cableado / K-Flex negro","K-FLEX color negro 4X4mm2","7.02","K4X4           "
"Partidas","Boletin eléctrico tramitado en Industria","380.0","BOLETINSIN     "
"Partidas","Base de enchufe 16A con mecanismo completo. Se incluye tubo, cable y mecanismo de color blanco completamente instalado","67.2","BEN            "
"Cajas / Acometida / CGP","Caja general de protección esquema 1 Cahors CGP-1-100 BUC 100A IP34D 213x352x118mm","129.0","CGPMINIMONO 0442430"
"Cajas / Acometida / CGP","Caja general de protección esquema 7 Cahors CGP-7-100 BUC 100A IP43 213x352x118mm","248.0","CGPMINITRI 0445058-R"
"Mecanismos / Legrand","Base múltiple Premium 5x2P+T ROT sin cable blanco negro","27.22","ROT5 694546"
"Vehículo eléctrico","Borna rail para Vehiculo eléctrico WAGO BORNA PASO S.2016 3 CONDUCTORES","6.99","BORNARAILVE"
"Mecanismos / Simon / Simon 27","Cruzamiento Simon Serie 27 Play 10A blanco","16.93","S27CRUCE 27251-65"
"Cajas / Acometida / CGP","Caja distribución urbanización DSPD 400A ","612.0","DSPD400 13301000"
"Iluminación / Luminarias / Apliques","Foco exterior LEK redondo aplique pared exterior 6,8W 3000K","70.0","LEKR 4907"
"Cuadros / Accesorios / Bornas Rail","Borna de conexión Legrand Viking 037175 1,5-6mm 125A 500V amarillo-verde","15.98","BORNARAIL35TT  037175"
"Cuadros / Accesorios / Bornas Rail","Borna de conexión Legrand Viking 1,5-6mm 125A 500V gris","8.89","BORNARAIL35 037165"
"Telecom / Televisión / Coaxial","Cable coaxial Televés T-100plus Dca blanco 75 Ohm","1.36","COAX 214102"
"Cableado / Alumbrado / Ropa","Cable con cubierta textil clase 2 rígido de varios hilos Fontini Garby Serie 30 2x1,5mm blanco","4.65","ROBA2X1'5 30976052"
"Cableado / Alumbrado / Ropa","Cable con cubierta textil clase 2 rígido de varios hilos Fontini Garby Serie 30 3x1,5mm blanco","5.91","ROBA3X1'5 30975052"
"Telecom / Porteros","Cable interfono 6x0'25mm con funda","1.48","INTERFONO      "
"Cajas / Acometida / Accesorios","Pinza de amarre PA-25 acometida 200 daN","4.15","PINZA 0564100"
"Cajas / Acometida / Accesorios","Tensor DIN 1480 TGC1/2","8.4","TENSOR 0956063"
"Iluminación / Luminarias / Jardín","Columna Villa ECO 3,2m negro horno PP","658.53","VILLA ICVI32EHPP"
"Cuadros / Accesorios / Bornas Rail","Bornas Viking3 50mm2 ( borna rail )","34.29","BORNARAIL50 037166"
"Canalización / Minicanal / Accesorios","Caja de derivación para minicanal Unex Serie 40 U48X 110x150x45mm blanco libre de halógenos (LHA)","13.73","CAJAUNEX110X150 40041-42"
"Canalización / Minicanal / Accesorios","Caja de derivación para minicanal Legrand DLPlus 85x85x38mm blanco","7.46","CDM1 636375"
"Mecanismos / BJC / Rehabitat","Conmutador BJC Coral 10A tecla basculante","4.94","REHABCON 16506"
"Iluminación / Bombillas / Portalámparas","Portalámparas E27","3.32","PORTAE27 6620020008"
"Mecanismos / Legrand / Clavijas aéreas","Clavija con toma de tierra schuko Legrand (2P+T) 25A 250V blanco ","21.08","CLAVIJA25A 055800"
"Cuadros / Protecciones / Hager","Contactor modular para cuadro de distribución Hager ESC 40A 2NA 230V AC","143.5","CONTACTORH240A ESC240"
"Iluminación / Luminarias / Downlights","Foco de superficie Breno 18W ","29.0","BRENOSUP       "
"Mecanismos / Schneider / New Unica","Caja de superficie para mecanismo empotrable Schneider Electric New Unica 3 elementos horizontal blanco","15.89","UNICAZ3 NUZ3 NU800618"
"Mecanismos / Schneider / New Unica","Caja de superficie para mecanismo empotrable Schneider Electric New Unica 1 elemento horizontal blanco","6.29","UNICAZ1 NUZ1 NU800218"
"Mecanismos / Legrand / Plexo","Caja de superficie para mecanismo empotrable Legrand Plexo 1 elemento horizontal y vertical gris estanco (IP55)","5.16","PLEXOZ1 069651"
"Mecanismos / Legrand / Plexo","Caja de superficie para mecanismo empotrable Legrand Plexo 3 elementos horizontal gris estanco (IP55)","27.34","PLEXOZ3 069680"
"Mecanismos / Legrand / Plexo","Caja de superficie para mecanismo empotrable Legrand Plexo 2 elementos horizontal gris estanco (IP55)","18.52","PLEXOZ2  069672"
"Mecanismos / Simon / Simon 27","Caja de superficie para mecanismo empotrable Simon Serie 27 3 elementos horizontal y vertical blanco","18.68","S27Z3 27831-35"
"Mecanismos / Schneider / Mureva","Caja de superficie para mecanismo empotrable Schneider Electric Mureva Styl 3 elementos horizontal estanco (IP55)","24.38","MUZ3 MUR37713"
"Mecanismos / Schneider / Mureva","Caja de superficie para mecanismo empotrable Schneider Electric Mureva Styl 2 elementos horizontal estanco (IP55)","15.89","MUZ2 MUR37914"
"Mecanismos / Schneider / Mureva","Caja de superficie para mecanismo empotrable Schneider Electric Mureva Styl 1 elemento horizontal y vertical estanco (IP55)","5.36","MUZ1 MUR37911"
"Mecanismos / Simon / Simon 31","Conmutador Simon Serie 31 10A tecla basculante blanco","18.33","S31CON 31201-30"
"Mecanismos / Simon / Simon 27","Caja de superficie para mecanismo empotrable Simon Serie 27 1 elemento horizontal y vertical blanco.","8.15","S27Z1 27811-35"
"Mecanismos / Legrand / Mosaic","Caja para instalación en suelo Legrand 1 módulos gris ","18.44","CAJASUELOREDONDA 081988"
"Iluminación / Bombillas / Portalámparas","Portalámparas EIVA para exterior E27 protección IP65 prellenado de gel aislante.","15.8","PORTAE27IP65 CDPL27PNEIVA"
"Mecanismos / Schneider / New Unica","Caja para puesto de trabajo empotrar Schneider Electric New Unica 2 columnas 8 módulos blanco","28.04","UNICAPT4EMP NUPT4EMP NU172418"
"Cajas / Acometida / Accesorios","Cartucho fusible tipo D02 63A 400V gL/gG (protección total de línea)","2.89","FNEOZED C201873"
"Mecanismos / Schneider / New Unica","Caja para puesto de trabajo empotrar Schneider Electric New Unica 4 columnas 16 módulos blanco","42.36","UNICAPT8EMP NUPT8EMP NU174418"
"Mecanismos / Schneider / New Unica","Caja para puesto de trabajo superficie Schneider Electric New Unica 2 columnas 8 módulos blanco","25.38","UNICAPT4SUP NUPT4SUP NU122418"
"Mecanismos / Schneider / New Unica","Caja para puesto de trabajo superficie Schneider Electric New Unica 3 columnas 12 módulos blanco","32.21","UNICAPT6SUP NUPT6SUP NU123418"
"Mecanismos / Legrand / Plexo","Caja salida de cables Legrand Plexo Monobloc superficie/empotrable plástico 130mm IP55 gris","27.77","PLEXOSALIDA 069848"
"Mecanismos / Schneider / New Unica","Caja para puesto de trabajo empotrar Schneider Electric New Unica 3 columnas 12 módulos blanco","33.83","UNICAPT6EMP NUPT6EMP NU173418"
